Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Aranžman_diskografija,Album_7_diskografija,Album_8_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
109,D7roOOt+_1_109,Josipa Lisac,Josipa Lisac,Ti znas,11302,"I vec je noc i vec je kraj
malo vina, malo sna
grad je pun, blijesti laz
ne zelim svjetla, daj odvedi me u mrak

I vec si tu i vec me znas
puno tuge, nigdje dna
grad je pun, blijesti laz
ne zelim svjetla, daj odvedi me u mrak
 
Ref.
Ja samo hocu ruke
ja trebam nas
ja samo hocu tebe
malo sebe da mi das

Ja samo hocu dodir
ja trebam znak
ja samo hocu tebe
malo sebe da mi das

Ja nisam nikad bila zla
ja trebam samo malo sna
i onda opet bit cu ja
ti znas, ti znas, ti znas, ti znas
i onda opet bit cu ja","https://tekstovi.net/2,383,22264.html",,Ti znaš,You Know,Hoću samo tebe (1983),"I već je noć i već je kraj,
malo vina, malo sna.
Grad je pun, bliješti laž,
ne želim svjetla, daj odvedi me u mrak.. I već si tu i već me znaš,
puno tuge, nigdje dna.
Grad je pun, bliješti laž,
ne želim svjetla, daj odvedi me u mrak.. Ja samo hoću ruke,
ja trebam nas,
ja samo hoću tebe,
malo sebe da mi daš.. Ja samo hoću dodir,
ja trebam znak,
ja samo hoću tebe,
malo sebe da mi daš.. Ja nisam nikad bila zla,
ja trebam samo malo sna.
I onda opet bit ću ja,
ti znaš, ti znaš, ti znaš, ti znaš,
i onda opet bit ću ja.","And it's night already and it's already the end
A bit of vine, a bit of sleep
The city is full, lie is shining
I don't want lights, come on - take me to the dark. And you're already here and you already know me
A lot of sadness, no bottom in sight
The city is full, lie is shining
I don't want lights, come on - take me to the dark. I just want hands
I need us
I just want you
You to give a bit of yourself to me. I just want touching
I need a sign
I just want you
You to give a bit of yourself to me. I was never mean
I just need a bit of sleep
And then I'll be myself again
You know, you know, you know, you know
And then I'll be myself again",https://lyricstranslate.com/en/ti-zna%C5%A1-you-know.html-3,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/ti-znas-3543.htm,Ti znaš,,,,,,,,"I vec je noc i vec je kraj
Malo vina, malo sna
Grad je pun, blijesti laz
Ne zelim svjetla, daj odvedi me u mrak

I vec si tu i vec me znas
Puno tuge, nigdje dna
Grad je pun, blijesti laz
Ne zelim svjetla, daj odvedi me u mrak

Ja samo hocu ruke
Ja trebam nas
Ja samo hocu tebe
Malo sebe da mi das

Ja samo hocu dodir
Ja trebam znak
Ja samo hocu tebe
Malo sebe da mi das

Ja nisam nikad bila zla
Ja trebam samo malo sna
I onda opet bit cu ja
Ti znas, ti znas, ti znas, ti znas
I onda opet bit cu ja",Ti znaš,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/ti-znas.html
110,D7roOOt+_1_110,Josipa Lisac,Josipa Lisac,Tiha noc,32405,"Tiha noc, sveta noc, ponoc je, spava sve
samo Marija s Josipom bdi
divno djetesce pred njima spi
rajski resi ga mir

Tiha noc, sveta noc, pjesmica andjelska
miljem otajnim napunja zrak
bajna svjetlost rasvjetljuje mrak
kraj pretvara u raj

Tiha noc, sveta noc, pastiri, amo svi
pjevat Isusu andjela poj
s majkom poklon prikazat mu svoj
srce dat mu na dar","https://tekstovi.net/2,383,23604.html",,,,,,,,,,,,,,,,,,,,,,"Tiha noc, sveta noc, ponoc je, spava sve
Samo Marija s Josipom bdi
Divno djetesce pred njima spi
Rajski resi ga mir

Tiha noc, sveta noc, pjesmica andjelska
Miljem otajnim napunja zrak
Bajna svjetlost rasvjetljuje mrak
Kraj pretvara u raj

Tiha noc, sveta noc, pastiri, amo svi
Pjevat Isusu andjela poj
S majkom poklon prikazat mu svoj
Srce dat mu na dar",Tiha noć,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/tiha-noc.html
111,D7roOOt+_1_111,Josipa Lisac,Josipa Lisac,Tko zna kog vidis u meni,8737,"Budim se svakog jutra pored tebe
i pitam se tko se krije u tvom snu
a pogled moj k'o da osjecas, budis se
poput tata sto na djelu zatecen je tu

Cinis stvari sto primjecujem prvi put
dotjerujes se vise no sto znas
i stavljas miris nov, sve je cudno to
 
Al' tko da zna sto jest u tom
sto nosis ti u srcu svom
tko da zna kog vidis u meni
na koga mislis ti

Osjecam po svemu tom da si odsutan
i vidim to u praznom oku tvom
ti krijes misli te, ipak odaje te sve

Ref.
Al' tko da zna sto jest u tom
sto nosis ti u srcu svom
tko da zna kog vidis u meni
dok gledas me i dok smijesis mi se ti

I na vratima jos dok gledam tvoj lik
ucini mi se da stranca vidim ja
ne prepoznajem tad ni tvoj kaput ni sal
i meni nepoznat sjaj, u oku tvom sjaj

Dok za tobom sva vrata tiho zatvaram
ja tjesim samo sebe gusec plac
u jastuk vicem ja, ne, ne, to nije istina

Ref.","https://tekstovi.net/2,383,22904.html",,,,,,,,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/tko-zna-kog-vidis-u-meni-3677.htm,Tko zna kog vidiš u meni,,,,,,,,"Budim se svakog jutra pored tebe
I pitam se tko se krije u tvom snu
A pogled moj k'o da osjecas, budis se
Poput tata sto na djelu zatecen je tu

Cinis stvari sto primjecujem prvi put
Dotjerujes se vise no sto znas
I stavljas miris nov, sve je cudno to

Al' tko da zna sto jest u tom
Sto nosis ti u srcu svom
Tko da zna kog vidis u meni
Na koga mislis ti

Osjecam po svemu tom da si odsutan
I vidim to u praznom oku tvom
Ti krijes misli te, ipak odaje te sve

Al' tko da zna sto jest u tom
Sto nosis ti u srcu svom
Tko da zna kog vidis u meni
Dok gledas me i dok smijesis mi se ti

I na vratima jos dok gledam tvoj lik
Ucini mi se da stranca vidim ja
Ne prepoznajem tad ni tvoj kaput ni sal
I meni nepoznat sjaj, u oku tvom sjaj

Dok za tobom sva vrata tiho zatvaram
Ja tjesim samo sebe gusec plac
U jastuk vicem ja, ne, ne, to nije istina",Tko zna kog vidiš u meni,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/tko-zna-kog-vidis-u-meni.html
112,D7roOOt+_1_112,Josipa Lisac,Josipa Lisac,Traje noc,6677,"Ti u odsjaju sa ekrana
krisom promatram tvoje lice
pored tebe pa ipak sama
a sve vise me guse slutnje te

Stare njeznosti vise nema
rijeci prazne jer u tvom srcu
ljubav odavno nije tema
sto je jucer jos znacila nam sve
 
Neki zvuci jos uvijek traju
tiha glazba i rijeci tvoje
ali pjesma se blizi kraju
poput bujice sutnja nosi sve

Ref.
Traje noc, zivot prolazi moj
traje noc, kao pjescani sat
traje noc, a i spusta se mrak
traje noc, jedva cujno, k'o tat

Traje noc, zivot vrti se moj
traje noc, k'o podivljali vir
traje noc, nebo preklinjem sad
traje noc, da mi vrati moj mir

Trgam list s naseg kalendara
k'o da sutra ce biti bolje
svaki dan samu sebe varam
nemoguc je bijeg od sudbine

Dok u postelji lezim sama
uzalud teske misli ganjam
crne kao i nocna tama
one su zarobile mi sne

Ref.","https://tekstovi.net/2,383,22428.html",,Traje noć,Night Lasts,Život (2000),"Ti u odsjaju sa ekrana,
krišom promatram tvoje lice...
Pored tebe, pa ipak sama,
a sve više me guše slutnje te.. Stare nježnosti više nema,
riječi prazne, jer u tvom srcu,
ljubav odavno nije tema,
što je jučer još značila nam sve.. Neki zvuci još uvijek traju...
tiha glazba i riječi tvoje.
Ali pjesma se bliži kraju,
poput bujice šutnja nosi sve.. Trgam list s našeg kalendara,
k'o da sutra će biti bolje.
Svaki dan samu sebe varam...
nemoguć je bijeg od sudbine.. Dok u postelji ležim sama,
uzalud teške misli ganjam,
crne kao i noćna tama,
one su zarobile mi sne.. Traje noć... život prolazi moj
Traje noć... kao pješčani sat,
Traje noć... a i spušta se mrak
Traje noć... jedva čujno, k'o tat.
Traje noć... život vrti se moj
Traje noć... k'o podivljali vir.
Traje noć... nebo preklinjem sad
Traje noć... da mi vrati moj mir.","You in the reflection from the screen
I secretly observe your face..
Next to you, but still alone,
And these hunches trouble me more and more. Old tenderness is gone,
Words are empty because the love,
That meant the world to us yesterday,
Isn't a topic in your heart for a long time. Some sounds still go on...
Quiet music and your words
But the song is getting close to it's end
Silence takes away everything like a torrent. I pull down a page from our calender
Like tomorrow will be better
I cheat myself every day
Escaping destiny is impossible.. While I lay alone in bed
I chase away heavy thoughts in vain
As black as the dark of the night
They captured my dreams. Night lasts... My life passes
Night lasts... Like an hourglass
Night lasts... and the night is coming down too
Night lasts... barely hearable, like a thief
Night lasts... my life spins
Night lasts... like whirlpool gone wild
Night lasts... I curse the heaven now
Night lasts... to give me back my peace",https://lyricstranslate.com/en/traje-no%C4%87-night-lasts.html,['Karlo Metikoš Matt Collins'],['Ivica Krajač'],['Josipa Lisac'],2000 - Život,"2002 - Live - uživo
Aranžman: Gojko Tomljanović",https://diskografija.com/pjesma/traje-noc-3622.htm,Traje noć,2007 - The platinum collection,,,,,,,"Ti u odsjaju sa ekrana
Krisom promatram tvoje lice
Pored tebe pa ipak sama
A sve vise me guse slutnje te

Stare njeznosti vise nema
Rijeci prazne jer u tvom srcu
Ljubav odavno nije tema
Sto je jucer jos znacila nam sve

Neki zvuci jos uvijek traju
Tiha glazba i rijeci tvoje
Ali pjesma se blizi kraju
Poput bujice sutnja nosi sve

Traje noc, zivot prolazi moj
Traje noc, kao pjescani sat
Traje noc, a i spusta se mrak
Traje noc, jedva cujno, k'o tat

Traje noc, zivot vrti se moj
Traje noc, k'o podivljali vir
Traje noc, nebo preklinjem sad
Traje noc, da mi vrati moj mir

Trgam list s naseg kalendara
K'o da sutra ce biti bolje
Svaki dan samu sebe varam
Nemoguc je bijeg od sudbine

Dok u postelji lezim sama
Uzalud teske misli ganjam
Crne kao i nocna tama
One su zarobile mi sneTi u odsjaju sa ekrana
Krisom promatram tvoje lice
Pored tebe pa ipak sama
A sve vise me guse slutnje te

Stare njeznosti vise nema
Rijeci prazne jer u tvom srcu
Ljubav odavno nije tema
Sto je jucer jos znacila nam sve

Neki zvuci jos uvijek traju
Tiha glazba i rijeci tvoje
Ali pjesma se blizi kraju
Poput bujice sutnja nosi sve

Traje noc, zivot prolazi moj
Traje noc, kao pjescani sat
Traje noc, a i spusta se mrak
Traje noc, jedva cujno, k'o tat

Traje noc, zivot vrti se moj
Traje noc, k'o podivljali vir
Traje noc, nebo preklinjem sad
Traje noc, da mi vrati moj mir

Trgam list s naseg kalendara
K'o da sutra ce biti bolje
Svaki dan samu sebe varam
Nemoguc je bijeg od sudbine

Dok u postelji lezim sama
Uzalud teske misli ganjam
Crne kao i nocna tama
One su zarobile mi sne",Traje noć,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/traje-noc.html
113,D7roOOt+_1_113,Josipa Lisac,Josipa Lisac,Tri kralja jahahu,5929,"Tri kralja jahahu
s onih suncanih stran
tri dara nosahu
mir, zlato, tamijan

Tri kralja dodjose
pred grad Jeruzalem
pitajuc' za mjesto
gdje se rodi Isus
 
Mariji rekose
zdravo, oj Djevice
zdravo, oj majcice
nebeska kraljice

Isus digne ruke
drago im hvaljase
i nebeske dvore
njima obecase","https://tekstovi.net/2,383,23249.html",,,,,,,,['Narodna'],['Narodna'],"['Josipa Lisac', 'Zbor Ivan Goran Kovačić']",1992 - Čestit Božić - uživo,"2003 - Božić s Danijelom - Danijela
Aranžman: Remi Kazinoti",https://diskografija.com/pjesma/tri-kralja-jahahu-830.htm,Tri kralja jahahu,"2003 - Narodne božićne pjesme - Slavonski Bećari
Aranžman: Antun Nikolić","2003 - Veseljenje - Klapa Nostalgija
Aranžman: Tomislav Uhlik","2004 - Svim na zemlji mir, veselje - Zvjezdice
Aranžman: Pero Gotovac","2005 - Božić bili - Danijela
Aranžman: Remi Kazinoti",,"2007 - Da te mogu pismom zvati Libar X - Danijela
Aranžman: Remi Kazinoti",2009 - Plesni Božić - Marija Husar,"Tri kralja jahahu
S onih suncanih stran
Tri dara nosahu
Mir, zlato, tamijan

Tri kralja dodjose
Pred grad Jeruzalem
Pitajuc' za mjesto
Gdje se rodi Isus

Mariji rekose
Zdravo, oj Djevice
Zdravo, oj majcice
Nebeska kraljice

Isus digne ruke
Drago im hvaljase
I nebeske dvore
Njima obecase",Tri kralja jahahu,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/tri-kralja-jahahu.html
114,D7roOOt+_1_114,Josipa Lisac,Josipa Lisac,Tu,1032,"Ovo je svijet
dodirni ga
ovo je sve
sto imamo

Staze ne postoje
sloboda je
u tvom krilu rodjena
i luta
 
Cisti zar je u nama
prvih zvijezda
otvori srca tvrdjave

Ref.
Tu
u mojoj dusi stanujes
tu
sve dok disem imas me

Pronadji me gdje sunce mirise
i prasinu u zlato pretvara

Ref.","https://tekstovi.net/2,383,58151.html",,Tu,Here,,"Ovo je svijet
dodirni ga
ovo je sve
što imamo. Staze ne postoje
sloboda je
u tvom krilu rođena
i luta. Čisti žar je u nama
prvih zvijezda
otvori srca tvrđave. Tu
u mojoj duši stanujes
tu
sve dok dišem imaš me. Pronađi me gdje sunce miriše
i prašinu u zlato pretvara","This is the world
Touch it
This is all
We have. There are no paths
Freedom is
Born in your lap
And it wonders. Pure flame of first stars is
Inside us
Open the fortress' hearts. Here
Inside my soul you reside
Here
As long as I breathe, you have me. Find me where the sun smells
And turns dust to gold",https://lyricstranslate.com/hu/tu-here.html-1,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/tu-25825.htm,Tu,,,,,,,,,,
115,D7roOOt+_1_115,Josipa Lisac,Josipa Lisac,U mislima,11139,"Dragi, o, kad bi znao ti
dragi, sto kriju moje misli
koliko puta vec, ne rekavsi ni rijec
ja napustila sam tebe
i ostavila sve to iza sebe
al' sam samo tako odlucna i hrabra
u mislima
 
Nocu ti mirno spavas tu
a ja ne podnosim samocu
i spremna sam na bijeg
dok vani pada snijeg
ko i u tvom srcu zima
pa ipak bjezim, znam da nade ima
al' sam samo tako odlucna i hrabra
u mislima

Tog ce jutra pogled tvoj
past' na prazan jastuk moj
uzalud ti zvat ces me tad
jer bit cu vec daleko ja
al' sam samo tako odlucna i hrabra
u mislima","https://tekstovi.net/2,383,19413.html",,U mislima,In My Thoughts,"Hir, hir, hir","Dragi... o, kad bi znao ti,
1
dragi, što kriju moje misli?!
Koliko puta već,
ne rekavši ni riječ,
ja napustila sam tebe
i ostavila sve to iza sebe?!
Al' sam samo tako odlučna i hrabra...
u mislima.. Noću ti mirno spavaš tu,
a ja ne podnosim samoću...
i spremna sam na bijeg,
dok vani pada snijeg...
k'o i u tvom srcu - zima...
Pa ipak bježim, znam da nade ima.
Al' sam samo tako odlučna i hrabra...
u mislima.. Tog će jutra pogled tvoj
past na prazan jastuk moj.
Uzalud ti zvat ćeš me tad,
jer bit ću već daleko ja...
Al' sam samo tako odlučna i hrabra...
u mislima.","Darling... Oh, if you only knew,
My darling, what is hidden in my thoughts...
How many times
Without saying a word
I left you
And all that behind me?
But I'm only that decisive and brave...
In my thoughts. You calmly sleep through the nights
And I can't stand the loneliness...
And I'm ready to run away
While snow is falling outside
Just like in your heart - winter
And still, I run, I know there is hope
But I'm only that decisive and brave...
In my thoughts. That morning your glance will
Fall on my empty pillow
You'll call me in vain then,
Because I'll already be far away...
But I'm only that decisive and brave...
In my thoughts",https://lyricstranslate.com/en/u-mislima-my-thoughts.html-0,['Karlo Metikoš Matt Collins'],['Ivica Krajač'],['Josipa Lisac'],"1980 - Hir, hir, hir",1987 - Balade,https://diskografija.com/pjesma/u-mislima-3571.htm,U mislima,1998 - The best of,2007 - The platinum collection,,,,,,"Dragi o, kad bi znao ti,
Dragi, sto kriju moje misli?!
Koliko puta vec,
Ne rekavsi ni rijec,
Ja napustila sam tebe
I ostavila sve to iza sebe?!
Al' sam samo tako odlucna i hrabra
U mislima.

Nocu ti mirno spavas tu,
A ja ne podnosim samocu
I spremna sam na bijeg,
Dok vani pada snijeg
K'o i u tvom srcu - zima
Pa ipak bjezim, znam da nade ima.
Al' sam samo tako odlucna i hrabra
U mislima.

Tog ce jutra pogled tvoj
Past na prazan jastuk moj.
Uzalud ti zvat ces me tad,
Jer bit' cu vec daleko ja
Al' sam samo tako odlucna i hrabra
U mislima.",U mislima,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/u-mislima.html
116,D7roOOt+_1_116,Josipa Lisac,Josipa Lisac,U se vrijeme godista,9634,"U se vrijeme godista
mir se svijetu navijesta
porodjenjem djetica
od djevice Marije

Od preciste djevice
i nebeske kraljice
andjeoske cesarice
svete djeve Marije
 
U jasla ga stavljase
majka mu se klanjase
ter ga slatko ljubljase
sveta djeva Marija

Teb' Isuse hvalimo
sveto Trojstvo slavimo
majku tvoju castimo
svetu djevu Mariju","https://tekstovi.net/2,383,23603.html",,,,,,,,,,,,,,,,,,,,,,"U se vrijeme godista
Mir se svijetu navijesta
Porodjenjem djetica
Od djevice Marije

Od preciste djevice
I nebeske kraljice
Andjeoske cesarice
Svete djeve Marije

U jasla ga stavljase
Majka mu se klanjase
Ter ga slatko ljubljase
Sveta djeva Marija

Teb' Isuse hvalimo
Sveto Trojstvo slavimo
Majku tvoju castimo
Svetu djevu Mariju",U se vrijeme godišta,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/u-se-vrijeme-godista.html
117,D7roOOt+_1_117,Josipa Lisac,Josipa Lisac,Vecer u Luna parku,6795,"Bubanj i sedam truba
najavljuju vrijeme bez straha
na obali izvan mraka
ceka me sator carobnjaka

Tuznoj princezi od bisera i tila
prilazi princ iz madjionicareva sesira
u camcu od zlatnog papira
zagrljeni plove u zemlju leptira
 
O, smijeha i boja pijani djecaci
mastom postanu nespretni pajaci
pa ih sa daskom vjetra jure
licitarski oblaci

Ref.
I dok orkestar bez prestanka svira
ja, koju svatko dira
ovdje nadjem mjesto ljubavi i mira","https://tekstovi.net/2,383,21630.html",,,,,,,,['Raymond Ruić'],"['Ivica Krajač', 'Ivan Glišić']",['Josipa Lisac'],2000 - Život,"2002 - Live - uživo
Aranžman: Gojko Tomljanović",https://diskografija.com/pjesma/vecer-u-luna-parku-3620.htm,Večer u luna parku,2007 - The platinum collection,,,,,,,"Bubanj i sedam truba
Najavljuju vrijeme bez straha
Na obali izvan mraka
Ceka me sator carobnjaka

Tuznoj princezi od bisera i tila
Prilazi princ iz madjionicareva sesira
U camcu od zlatnog papira
Zagrljeni plove u zemlju leptira

O, smijeha i boja pijani djecaci
Mastom postanu nespretni pajaci
Pa ih sa daskom vjetra jure
Licitarski oblaci

I dok orkestar bez prestanka svira
Ja, koju svatko dira
Ovdje nadjem mjesto ljubavi i mira",Večer u luna-parku,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/vecer-u-luna-parku.html
118,D7roOOt+_1_118,Josipa Lisac,Josipa Lisac,Veceras,7374,"I veceras osjecam tvoj dah
tako ruzno sama nevazna k'o prah
mrak je jos je jednom danu kraj
pijem isto vino i plasim se sna

Ref.
A zelim da si tu kao nekad moj
i trebam da si tu a oko mene bol
i hocu da si tu hocu da sve znas
kako cekam sad i kako nemam sna
 
Jer u meni zivi strah
opasan i jak
i bez tebe ja
postajem zla

I veceras sjedim sama
citam pisma i sve bih ti dala
iste slike i iste misli
i isti miris, isto sve

Sve isto je k'o tad
svako vece ti si ovdje
i progonis me","https://tekstovi.net/2,383,22265.html",,Večeras,Tonight,Hoću samo tebe,"I večeras osjećam tvoj dah,
tako ružno sama, nevažna k'o prah.
Mrak je, još je jednom danu kraj,
pijem isto vino i plašim se sna.. A želim da si tu, kao nekad moj,
i trebam da si tu, a oko mene bol.
Hoću da si tu, hoću da sve znaš,
kako čekam sad i kako nemam sna.. Jer u meni živi strah,
opasan i jak,
i bez tebe ja,
postajem zla.. I večeras sjedim sama,
čitam pisma i sve bih ti dala,
iste slike i iste misli,
i isti miris, isto sve.. Sve isto je ko tad,
svako veče ti si ovdje,
i progoniš me.","Tonight too I feel your breath
So terribly alone, insignificant like dust
It's dark, another day comes to an end
I drink te same vine and I'm afraid of sleep. And I want you to be here, like before - mine,
And I need you to be here, and pain is around me
I want you to be here, I want you to know everything
About me waiting now and the way I can't sleep. Because fear lives inside me
Dangerous and strong
And without you
I become evil. And I sti alone tonight too
Reading letters and I would give you everything
Same images and same thoughts
And the same scent, everything just the same. Everything is just like then
Every evening you're here
Haunting me",https://lyricstranslate.com/en/ve%C4%8Deras-tonight.html-2,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/veceras-3547.htm,Večeras,,,,,,,,"I veceras osjecam tvoj dah
Tako ruzno sama nevazna k'o prah
Mrak je jos je jednom danu kraj
Pijem isto vino i plasim se sna

A zelim da si tu kao nekad moj
I trebam da si tu a oko mene bol
I hocu da si tu hocu da sve znas
Kako cekam sad i kako nemam sna

Jer u meni zivi strah
Opasan i jak
I bez tebe ja
Postajem zla

I veceras sjedim sama
Citam pisma i sve bih ti dala
Iste slike i iste misli
I isti miris, isto sve

Sve isto je k'o tad
Svako vece ti si ovdje
I progonis me",Večeras,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/veceras.html
119,D7roOOt+_1_119,Josipa Lisac,Josipa Lisac,"Veseli se, majko Bozja",7455,"Veseli se, majko Bozja
puna milosti
Veseli se i raduj se
rajska svjetlosti

Jer si nocas porodila
svojim mlijekom podojila
Boga malahana
veseli se, jer kako si vazda zelila
 
Od sveg srce sto si Boga
uvijek molila
djevicom si vazda bila
djevicom si porodila Boga nasega

Vesel'mo se i mi braco
ovdje zajedno
al' veselje neka nase
bude pravedno

Svi se grijeha odrecimo
te srdacno utecimo
Bogu rodjeno","https://tekstovi.net/2,383,23248.html",,,,,,,,,,,,,,,,,,,,,,"Veseli se, Majko Bozja
Puna milosti
Veseli se i raduj se
Rajska svjetlosti

Jer si nocas porodila
Svojim mlijekom podojila
Boga malahana
Veseli se, jer kako si vazda zelila

Od sveg srce sto si Boga
Uvijek molila
Djevicom si vazda bila
Djevicom si porodila Boga nasega

Vesel'mo se i mi braco
Ovdje zajedno
Al' veselje neka nase
Bude pravedno

Svi se grijeha odrecimo
Ter srdacno odrecimo
Bogu rodjeno","Veseli se, Majko Božja",https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/veseli-se-majko-bozja.html
120,D7roOOt+_1_120,Josipa Lisac,Josipa Lisac,Vila Velebita,3161,"Oj, ti vilo, vilo Velebita
ti naseg roda diko
tvoja slava jeste nama sveta
tebi Hrvat vik'o

Ti vilo Velebita
ti naseg roda diko
zivila, premila
zivila, premila
zivila, oj, premila
ti vilo svih Hrvata
 
Ljubim tvoje vilovito stijenje
i u njemu krsno to kamenje
ljubim tvoga u gorici vuka
i onoga lickoga hajduka

Ti vilo Velebita
ti naseg roda diko
zivila, zivila
zivila, oj, premila
ti vilo svih Hrvata

Zivila, zivila
zivila, premila
ti vilo svih Hrvata

Vilo Velebita","https://tekstovi.net/2,383,44664.html",,,,,,,,,,,,,,,,,,,,,,,,
121,D7roOOt+_1_121,Josipa Lisac,Josipa Lisac,Vjernost,9255,"Obuci cu vjernost svu
takvu me volis i zelis ti
sakupit cu kosu
zelim te voljeti vise od svih

Ne, ne trebas govoriti
ja te znam razumjeti
ja te osjecam u sebi
ja uvijek znam sto zelis ti
 
Obuci cu sjetu svu
takvu me volis i zelis ti
bit cu kao dijete
da me volis vise od svih

Ne, ne trebas govoriti
ja te znam razumjeti
ja te osjecam u sebi
ja uvijek znam sto zelis ti

Ref. 2x
I dat cu ti sve rijeci
dovoljno snazne
i dat cu ti usne
od vina i vatre

I dat cu ti sve noci
pune i prazne
i bit cu ti lijepa
a svima daleka","https://tekstovi.net/2,383,22261.html",,Vjernost,Fidelity,Hoću samo tebe,"Obući ću vjernost svu,
takvu me voliš i želiš ti.
Sakupit ću kosu,
želim te voljeti više od svih.. Ne, ne trebaš govoriti,
ja te znam razumjeti,
ja te osjećam u sebi,
ja uvijek znam što želiš ti.. Obući ću sjetu svu,
takvu me voliš i želiš ti.
Bit ću kao dijete,
da me voliš više od svih.. Ne, ne trebaš govoriti,
ja te znam razumjeti,
ja te osjećam u sebi,
ja uvijek znam što želiš ti.. I dat ću ti sve riječi,
dovoljno snažne,
i dat ću ti sunce
od vina i vatre.. I dat ću ti sve noći,
pune i prazne,
i bit ću ti lijepa,
a svima daleka.","I will put on all the fidelity
That's the way you love me and want me
I will put my hair up
I want to love you more than anyone else does. No, you don't need to talk
I know how to understand you
I feel you inside me
I always know what you want. I will put all the longing on
That's the way you love me and want me
I will be like a child
So you'd love me more than anyone. No, you don't need to talk
I know how to understand you
I feel you inside me
I always know what you want. And I will give you all the words,
Strong enough
And I will give you sunshine
Made of vine and fire. And I will give you all the nights
Full and empty,
And I will be beautiful for you
And distant to all others",https://lyricstranslate.com/en/vjernost-fidelity.html,,,['Josipa Lisac'],,,https://diskografija.com/pjesma/vjernost-3546.htm,Vjernost,,,,,,,,"Obuci cu vjernost svu
Takvu me volis i zelis ti
Sakupit cu kosu
Zelim te voljeti vise od svih

Ne, ne trebas govoriti
Ja te znam razumjeti
Ja te osjecam u sebi
Ja uvijek znam sto zelis ti

Obuci cu sjetu svu
Takvu me volis i zelis ti
Bit cu kao dijete
Da me volis vise od svih

Ne, ne trebas govoriti
Ja te znam razumjeti
Ja te osjecam u sebi
Ja uvijek znam sto zelis ti

I dat cu ti sve rijeci
Dovoljno snazne
I dat cu ti usne
Od vina i vatre

I dat cu ti sve noci
Pune i prazne
I bit cu ti lijepa
A svima daleka",Vjernost,https://cuspajz.com//tekstovi-pjesama/pjesma/josipa-lisac/vjernost.html
