Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Album_year_discogs,Lyrics By_discogs,Arranged By_discogs,Music By_discogs,Backing Vocals_discogs,Written By_discogs,Conductor_discogs,Orchestra_discogs,Performer_discogs,Choir_discogs,Ensemble_discogs,Lyrics By [Rendered From German]_discogs,Lyrics By [Rendered from English]_discogs,Adapted By (Text)_discogs,Transferred By_discogs,Adapted By_discogs,Music By [Miscredited]_discogs,Music By [Uncredited]_discogs,Engineer_discogs,Producer_discogs,Backing Band_discogs,Guest_discogs,Composed By_discogs,Featuring_discogs,Album_year_title_discogs,All_albums_discogs
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Vesela Je Šokadija,,,Hej Bećari,,,,,,,,,,,,,,,,,,,,,,,,,nan-Hej Bećari,nan-Hej Bećari/2006.0-Zlatna Kolekcija/2010.0-Vesela Je Šokadija/nan-Untitled/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ja Kakva Je Na Bendbaši Trava,,Đorđe Novković,Ja Kakva Je Na Bendbaši Trava,1976.0,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Ja Kakva Je Na Bendbaši Trava,1976.0-Ja Kakva Je Na Bendbaši Trava/nan-Pružimo Si Ruke/nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Šeherezada,,,Ja Kakva Je Na Bendbaši Trava,1976.0,Radmila Mudrinić,Mladen Jeličić,Dušan Šarac,,,,,,,,,,,,,,,,,,,,,1976.0-Ja Kakva Je Na Bendbaši Trava,1976.0-Ja Kakva Je Na Bendbaši Trava/nan-Pružimo Si Ruke/nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ostala Je Samo Želja,,,Ostala Je Samo Želja / Digni Glavu Brate,1976.0,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,,1976.0-Ostala Je Samo Želja / Digni Glavu Brate,1976.0-Ostala Je Samo Želja / Digni Glavu Brate/nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Digni Glavu Brate,,,Ostala Je Samo Želja / Digni Glavu Brate,1976.0,Ante Gardaš,,,,,,,,,,,,,,,,,,,,,,,1976.0-Ostala Je Samo Želja / Digni Glavu Brate,1976.0-Ostala Je Samo Želja / Digni Glavu Brate
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Bagat,,,Bagat,1976.0,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Bagat,1976.0-Bagat
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Bagat (Instrumental),,,Bagat,1976.0,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Bagat,1976.0-Bagat
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Dobri Stari Radio,,,Dobri Stari Radio,1976.0,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Dobri Stari Radio,1976.0-Dobri Stari Radio
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Želimo Vam Laku I Ugodnu Noć,,,Dobri Stari Radio,1976.0,,,,,,,,,,,,,,,,,,,,,,,,1976.0-Dobri Stari Radio,1976.0-Dobri Stari Radio
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Jedna Jedina Od Svih Žena,3:28,,Pružimo Si Ruke,,Ivica Krajač,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke/1977.0-Varaš Me Ti / Jedna Jedina Od Svih Žena/nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Otišla Je,3:55,,Pružimo Si Ruke,,Vesna Lukatela,Branko Fućak,Branko Fućak,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Pružimo Si Ruke,3:12,,Pružimo Si Ruke,,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Samo Jednom Sve Se Daje,3:45,,Pružimo Si Ruke,,Krunoslav Kićo Slabinac,Ivan Kelemen,Ladislav Štaidl,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ja Moram Na Put,2:20,,Pružimo Si Ruke,,Ivica Krajač,Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,"nan-Pružimo Si Ruke/1977.0-Karnevali, Karnevali"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Moj Dio Svijeta,,,Pružimo Si Ruke,,Dragutin Britvić,Krunoslav Kićo Slabinac,Dalibor Paulik,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ponekad,3:20,,Pružimo Si Ruke,,Maja Perfiljeva,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Život Piše Tužne Priče,3:21,,Pružimo Si Ruke,,Ivica Krajač,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Monotonija,2:40,,Pružimo Si Ruke,,Ivica Krajač,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,nan-Pružimo Si Ruke,nan-Pružimo Si Ruke
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Da Sam Tvoje Riječi Slušao Majko,,,Da Sam Tvoje Riječi Slušao Majko,,Arsen Dedić,Ivan Kelemen,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,nan-Da Sam Tvoje Riječi Slušao Majko,nan-Da Sam Tvoje Riječi Slušao Majko/nan-Da L' Se Sjećaš/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Varaš Me Ti,,Udo Jürgens,Varaš Me Ti / Jedna Jedina Od Svih Žena,1977.0,,Željko Sabol,,,,,,,,,,,,,,,,,,,,,,1977.0-Varaš Me Ti / Jedna Jedina Od Svih Žena,1977.0-Varaš Me Ti / Jedna Jedina Od Svih Žena/nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Glas Dječaka,,,Glas Dječaka / Daj Obećanje,1977.0,Ivica Kasumović,Rajmond Ruić,Đorđe Novković,,,,,,,,,,,,,,,,,,,,,1977.0-Glas Dječaka / Daj Obećanje,1977.0-Glas Dječaka / Daj Obećanje/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Daj Obećanje,,,Glas Dječaka / Daj Obećanje,1977.0,Ivica Krajač,Alfi Kabiljo,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,1977.0-Glas Dječaka / Daj Obećanje,1977.0-Glas Dječaka / Daj Obećanje
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Karnevali, Karnevali",4:25,,"Karnevali, Karnevali",1977.0,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,"1977.0-Karnevali, Karnevali","1977.0-Karnevali, Karnevali"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Rico, Moja Zlatna Rico",,,"Rico, Moja Zlatna Rico",1977.0,,,,,,,,,,,,,,,,,,,,,,,,"1977.0-Rico, Moja Zlatna Rico","1977.0-Rico, Moja Zlatna Rico/nan-Najveći Uspjesi Četvorice Najvećih"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,U Znamenju Raka,,,"Rico, Moja Zlatna Rico",1977.0,,,,,,,,,,,,,,,,,,,,,,,,"1977.0-Rico, Moja Zlatna Rico","1977.0-Rico, Moja Zlatna Rico"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Putovi,,,"Putovi / Složna Srca, Složno Rade",1977.0,Dragutin Britvić,Đelo Jusić,Branko Mihaljević,,,,,,,,,,,,,,,,,,,,,"1977.0-Putovi / Složna Srca, Složno Rade","1977.0-Putovi / Složna Srca, Složno Rade"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Složna Srca, Složno Rade",,,"Putovi / Složna Srca, Složno Rade",1977.0,Olga Simović,Andrej Baša,Andrej Baša,,,,,,,,,,,,,,,,,,,,,"1977.0-Putovi / Složna Srca, Složno Rade","1977.0-Putovi / Složna Srca, Složno Rade"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Violeta,,,Violeta / Duga Zimska Noć,1978.0,Radmila Mudrinić,,,,,,,,,,,,,,,,,,,,,,,1978.0-Violeta / Duga Zimska Noć,1978.0-Violeta / Duga Zimska Noć/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Duga Zimska Noć,,,Violeta / Duga Zimska Noć,1978.0,Aleksandar Korać,,,,,,,,,,,,,,,,,,,,,,,1978.0-Violeta / Duga Zimska Noć,1978.0-Violeta / Duga Zimska Noć
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Pusti Noćas Svoje Kose,,,Pusti Noćas Svoje Kose,1978.0,Bratislav Zlatanović,Alfi Kabiljo,Đorđe Novković,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose/2005.0-Pusti Da Te Prebolim/2006.0-Zlatna Kolekcija/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Bila Je Tako Lijepa, Bila Je Tako Mlada",,Đorđe Novković,Pusti Noćas Svoje Kose,1978.0,,Darko Lukač,,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Sve Bih Dao Da Te Nađem,,,Pusti Noćas Svoje Kose,1978.0,Željko Sabol,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Povratak,,,Pusti Noćas Svoje Kose,1978.0,Dobriša Cesarić,Stipica Kalogjera,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Dan Koji Se Pamti,,,Pusti Noćas Svoje Kose,1978.0,Ivica Kasumović,Alfi Kabiljo,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose/nan-Sve Najbolje!/2006.0-Zlatna Kolekcija/2010.0-Najljepše Ljubavne Pjesme/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Samo Tako,,Miljenko Janić,Pusti Noćas Svoje Kose,1978.0,,Darko Lukač,,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose/1978.0-Dan Koji Se Pamti / Samo Tako
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ima Dana,,Traditional,Pusti Noćas Svoje Kose,1978.0,,Ivica Kasumović,,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Sve Što Radiš Sebi Radiš,,,Pusti Noćas Svoje Kose,1978.0,Ante Juroš,Rajmond Ruić,Đorđe Novković,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Još Uvijek Volim Te,,Darko Lukač,Pusti Noćas Svoje Kose,1978.0,Krunoslav Kićo Slabinac,Darko Lukač,,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Oboje Smo Krivi,,,Pusti Noćas Svoje Kose,1978.0,Željko Sabol,Ivan Kelemen,Ivan Kelemen,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose/nan-Sve Najbolje!/2007.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Južni Vjetar,,,Pusti Noćas Svoje Kose,1978.0,Krsto Juras,Alfi Kabiljo,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Oči Davnih Ljubavnika,,,Pusti Noćas Svoje Kose,1978.0,Jakov Džolić,Stipica Kalogjera,Zdenko Runjić,,,,,,,,,,,,,,,,,,,,,1978.0-Pusti Noćas Svoje Kose,1978.0-Pusti Noćas Svoje Kose
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Dan Koji Se Pamti ,,,Dan Koji Se Pamti / Samo Tako,1978.0,,,,,,,,,,,,,,,,,,,,,,,,1978.0-Dan Koji Se Pamti / Samo Tako,1978.0-Dan Koji Se Pamti / Samo Tako
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Još I Danas Teku Suze Jedne Žene,3:20,,Najveći Uspjesi Četvorice Najvećih,,Namik Tarabić,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Bez Rastanka Suza Nema,3:50,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Noć Ti Dira Kose Crne,3:50,,Najveći Uspjesi Četvorice Najvećih,,Dragutin Britvić,,Dušan Šarac,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Drugi Joj Raspliće Kosu A Ja Je Volim,3:35,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ne Mogu Da Te Zaboravim,3:50,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Obala Mojih Snova,3:45,,Najveći Uspjesi Četvorice Najvećih,,Dušan Šarac,,Dušan Šarac,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Vratija Se Barba Iz Amerike,3:30,,Najveći Uspjesi Četvorice Najvećih,,,Dečo Žgur,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Djevojčica Sa Tužnim Očima,3:00,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ne Mogu Nikog Voljeti Poslije Tebe,3:10,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Tužno Plačem, Kuću Ostavljam",4:25,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Da Li Znaš Kako Tvoja Majka Plače,3:52,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Šjor Bepo Kapitan,4:25,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Riječi Pomirenja,3:40,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Znam Da Negdje Živi Žena,4:00,,Najveći Uspjesi Četvorice Najvećih,,,Stipica Kalogjera,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Vjetri Šume, Riječi Nose",3:40,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Netko Te Tajno Voli,4:00,,Najveći Uspjesi Četvorice Najvećih,,,,,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Povedi Me U Zanzibar,3:01,Manfred Oberdörffer,Najveći Uspjesi Četvorice Najvećih,,,Mladen Jeličić,,,,,,,,,,Željko Sabol,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Jedna Žena Čeka Brod,3:42,,Najveći Uspjesi Četvorice Najvećih,,,,Vladimir Delač,,,,,,,,,,,,,,,,,,,,,nan-Najveći Uspjesi Četvorice Najvećih,nan-Najveći Uspjesi Četvorice Najvećih
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Kad Su Tukle Stare Ure,,,Kad Su Tukle Stare Ure / Rusule Ti Nosim,1979.0,Željko Krznarić,,Hrvoje Hegedušić,,,,,,,,,,,,,,,,,,,,,1979.0-Kad Su Tukle Stare Ure / Rusule Ti Nosim,1979.0-Kad Su Tukle Stare Ure / Rusule Ti Nosim/2015.0-50 Originalnih Pjesama/2017.0-Cvijet Čežnje - Kićo Dalmaciji
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Rusule Ti Nosim,,,Kad Su Tukle Stare Ure / Rusule Ti Nosim,1979.0,Dragutin Britvić,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,1979.0-Kad Su Tukle Stare Ure / Rusule Ti Nosim,1979.0-Kad Su Tukle Stare Ure / Rusule Ti Nosim
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Seoska Sam Lola,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija/2010.0-Vesela Je Šokadija/nan-Untitled/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Kiša Pada Rosna Trava,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Škripi Đeram,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Kabanica I Seksera,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Oj, Curice, Šil Dil Daj",,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Tandora,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Sinoć Bila Mesečina,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Čija Frula Ovim Šorom Svira,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Golubice Bijela,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola/2006.0-Zlatna Kolekcija/2015.0-50 Originalnih Pjesama
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Lipo Ti Je Rano Uraniti,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Čija Kola Klepeću Sokakom,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Alaj Volim U Kolu Igrati,,,Seoska Sam Lola,,,,,,,,,,,,,,,,,,,,,,,,,nan-Seoska Sam Lola,nan-Seoska Sam Lola
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,"Odrasti, Al' Ostani Mlada",,,"Odrasti, Al' Ostani Mlada / Ja Pjesmom Teram Tugu",1980.0,Dragutin Britvić,,,,,,,,,,,,,,,,,,,,,,,"1980.0-Odrasti, Al' Ostani Mlada / Ja Pjesmom Teram Tugu","1980.0-Odrasti, Al' Ostani Mlada / Ja Pjesmom Teram Tugu"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Ja Pjesmom Teram Tugu,,,"Odrasti, Al' Ostani Mlada / Ja Pjesmom Teram Tugu",1980.0,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,,"1980.0-Odrasti, Al' Ostani Mlada / Ja Pjesmom Teram Tugu","1980.0-Odrasti, Al' Ostani Mlada / Ja Pjesmom Teram Tugu"
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Veronika,,,Veronika / Sviraj Nam Rock,1980.0,Jakov Džolić,Darko Lukač,Sretan Bogdan,,,,,,,,,,,,,,,,,,,,,1980.0-Veronika / Sviraj Nam Rock,1980.0-Veronika / Sviraj Nam Rock
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Sviraj Nam Rock (Jonny B. Godde),,Chuck Berry,Veronika / Sviraj Nam Rock,1980.0,Krunoslav Kićo Slabinac,,,,,,,,,,,,,,,,,,,,,,,1980.0-Veronika / Sviraj Nam Rock,1980.0-Veronika / Sviraj Nam Rock
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Zemljo Moja Draga,,,Zemljo Moja Draga / Vratit Ću Se Jednog Dana,1981.0,,,,,,,,,,,,,,,,,,,,,,,,1981.0-Zemljo Moja Draga / Vratit Ću Se Jednog Dana,1981.0-Zemljo Moja Draga / Vratit Ću Se Jednog Dana
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Vratit Ću Se Jednog Dana,,,Zemljo Moja Draga / Vratit Ću Se Jednog Dana,1981.0,,,,,,,,,,,,,,,,,,,,,,,,1981.0-Zemljo Moja Draga / Vratit Ću Se Jednog Dana,1981.0-Zemljo Moja Draga / Vratit Ću Se Jednog Dana
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Rock Around The Clock,2:18,Max C. Freedman,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,That's All Right,1:54,"Arthur ""Big Boy"" Crudup",Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Blue Suede Shoes,2:02,Carl Perkins,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,All Shook Up,1:28,Otis Blackwell,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Memphis Tennessee,2:40,Chuck Berry,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,C. C. Rider,,Chuck Willis,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Summertime Blues,2:52,Jerry Capehart,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock And Roll 2/nan-Rock' N' Roll ABC...
Krunoslav Kićo Slabinac,Krunoslav Kićo Slabinac,Good Golly Miss Molly,2:02,Robert Blackwell,Rock And Roll,,,,,,,,,,,,,,,,,,,,,,,,,nan-Rock And Roll,nan-Rock And Roll/nan-Rock' N' Roll ABC...
